elapsed_s,cpu_percent,ram_mb,ram_percent
819.11,0.8,4173.9,203.8
819.61,0.9,4173.9,203.8
820.12,0.8,4173.9,203.8
820.62,2.8,4173.9,203.8
821.12,0.8,4173.9,203.8
821.62,0.8,4173.9,203.8
822.12,0.8,4173.9,203.8
822.62,1.7,4173.9,203.8
823.12,0.9,4173.9,203.8
823.62,0.9,4173.9,203.8
824.12,0.8,4174.0,203.8
824.62,0.8,4174.0,203.8
825.12,0.8,4173.9,203.8
825.62,2.5,4173.9,203.8
826.12,1.5,4173.9,203.8
826.62,0.8,4173.9,203.8
827.13,0.8,4173.9,203.8
827.63,1.3,4173.9,203.8
828.13,0.8,4173.9,203.8
828.63,0.8,4173.9,203.8
829.13,0.9,4173.9,203.8
829.63,0.8,4173.9,203.8
830.13,0.8,4174.0,203.8
830.63,2.7,4174.0,203.8
831.13,1.0,4174.1,203.8
831.63,0.8,4174.1,203.8
832.13,0.8,4174.1,203.8
832.63,2.3,4174.1,203.8
833.13,0.9,4174.1,203.8
833.63,0.8,4174.1,203.8
834.13,0.8,4174.1,203.8
834.64,0.8,4174.1,203.8
835.14,0.8,4174.1,203.8
835.64,1.5,4174.1,203.8
836.14,1.8,4174.0,203.8
836.64,0.8,4174.0,203.8
837.14,0.8,4174.0,203.8
837.64,1.2,4174.0,203.8
838.14,0.8,4174.0,203.8
838.64,0.8,4174.0,203.8
839.14,0.8,4174.0,203.8
839.64,0.8,4174.0,203.8
840.14,0.8,4174.0,203.8
840.64,1.8,4174.0,203.8
841.14,1.6,4174.0,203.8
841.65,0.8,4174.0,203.8
842.15,0.9,4174.0,203.8
842.65,1.3,4174.0,203.8
843.15,1.0,4174.0,203.8
843.65,0.8,4174.0,203.8
844.15,0.8,4174.0,203.8
844.65,0.8,4174.0,203.8
845.15,0.8,4174.0,203.8
845.65,2.2,4174.0,203.8
846.15,2.0,4174.0,203.8
846.65,0.8,4174.0,203.8
847.15,0.9,4174.0,203.8
847.65,0.9,4174.1,203.8
848.15,0.0,4174.1,203.8
848.65,0.2,4174.0,203.8
849.16,0.0,4174.0,203.8
849.66,0.1,4173.9,203.8
850.16,0.0,4173.9,203.8
850.66,0.8,4173.9,203.8
851.16,1.5,4173.9,203.8
851.66,0.0,4173.9,203.8
852.29,1.8,2714.6,132.5
852.79,0.5,1928.5,94.2
853.29,0.4,1815.6,88.7
853.79,0.1,1815.1,88.6
854.29,0.0,1814.9,88.6
854.8,0.0,1814.9,88.6
855.3,0.0,1814.7,88.6
855.8,2.0,1814.7,88.6
856.3,0.0,1814.5,88.6
856.8,0.0,1814.4,88.6
